subject,phase,trial_global,block_type_raw,condition_raw,resp_raw,acc_raw,onset_abs_raw,keypress_abs_raw,rt_raw,block_type_proc,condition_proc,acc_proc,rt_proc,_merge,diff_ms,mismatch_reason
S001,2.0,72,正式,Incongruent,y,0.0,606.7644678999786,608.2147525000037,1.450284600025043,正式,Incongruent,0.0,1.450284600025043,both,0.0,
S001,2.0,73,正式,Incongruent,y,1.0,612.765639899997,613.432339299994,0.6666993999970146,正式,Incongruent,1.0,0.6666993999970146,both,0.0,
S001,2.0,74,正式,Incongruent,b,1.0,618.7508223999757,619.5497879000031,0.798965500027407,正式,Incongruent,1.0,0.798965500027407,both,0.0,
S001,2.0,75,正式,Incongruent,,0.0,624.7522681999835,,,正式,Incongruent,0.0,,both,,
S001,2.0,76,正式,Incongruent,y,1.0,630.7537402000162,631.6564591000206,0.9027189000044018,正式,Incongruent,1.0,0.9027189000044018,both,0.0,
S001,2.0,77,正式,Incongruent,y,1.0,636.7552029999788,638.0070309999865,1.251828000007663,正式,Incongruent,1.0,1.251828000007663,both,0.0,
S001,2.0,78,正式,Incongruent,y,1.0,642.7566167999757,643.5589689000044,0.8023521000286564,正式,Incongruent,1.0,0.8023521000286564,both,0.0,
S001,2.0,79,正式,Incongruent,y,1.0,648.7588413999765,649.7118523999816,0.9530110000050628,正式,Incongruent,1.0,0.9530110000050628,both,0.0,
S001,2.0,80,正式,Incongruent,b,1.0,654.760827799968,655.5465237000026,0.7856959000346251,正式,Incongruent,1.0,0.7856959000346251,both,0.0,
S001,2.0,81,正式,Incongruent,y,1.0,670.7648678999976,671.8159145999816,1.0510466999839991,正式,Incongruent,1.0,1.0510466999839991,both,0.0,
S001,2.0,82,正式,Incongruent,y,1.0,676.7661431999877,677.8349117999896,1.0687686000019312,正式,Incongruent,1.0,1.0687686000019312,both,0.0,
S001,2.0,83,正式,Incongruent,y,1.0,682.7512773000053,683.5692608000245,0.8179835000191815,正式,Incongruent,1.0,0.8179835000191815,both,0.0,
S001,2.0,84,正式,Incongruent,y,1.0,688.7527338999789,689.7381569999852,0.985423100006301,正式,Incongruent,1.0,0.985423100006301,both,0.0,
S001,2.0,85,正式,Incongruent,y,1.0,694.7542411999893,695.5059458999895,0.7517047000001185,正式,Incongruent,1.0,0.7517047000001185,both,0.0,
S001,2.0,86,正式,Incongruent,y,0.0,700.7557087999885,701.8918865000014,1.1361777000129225,正式,Incongruent,0.0,1.1361777000129225,both,0.0,
S001,2.0,87,正式,Incongruent,,0.0,706.7579443000141,,,正式,Incongruent,0.0,,both,,
S001,2.0,88,正式,Incongruent,y,1.0,712.7591975000105,714.028034500021,1.2688370000105351,正式,Incongruent,1.0,1.2688370000105351,both,0.0,
S001,2.0,89,正式,Incongruent,b,1.0,718.761138300004,719.8133178999997,1.0521795999957249,正式,Incongruent,1.0,1.0521795999957249,both,0.0,
S001,2.0,90,正式,Incongruent,y,0.0,724.7620054999716,725.92924149998,1.1672360000084154,正式,Incongruent,0.0,1.1672360000084154,both,0.0,
S001,2.0,91,正式,Incongruent,b,1.0,740.7668872000067,741.9025734000024,1.135686199995689,正式,Incongruent,1.0,1.135686199995689,both,0.0,
S001,2.0,92,正式,Incongruent,y,1.0,746.7525834999979,747.486489199975,0.7339056999771856,正式,Incongruent,1.0,0.7339056999771856,both,0.0,
S001,2.0,93,正式,Incongruent,y,1.0,752.7536012000055,753.9883136000135,1.234712400007993,正式,Incongruent,1.0,1.234712400007993,both,0.0,
S001,2.0,94,正式,Incongruent,y,1.0,758.7557305999799,759.4900498000206,0.7343192000407726,正式,Incongruent,1.0,0.7343192000407726,both,0.0,
S001,2.0,95,正式,Incongruent,y,1.0,764.756821500021,765.8081697999733,1.051348299952224,正式,Incongruent,1.0,1.051348299952224,both,0.0,
S001,2.0,96,正式,Incongruent,y,1.0,770.7580727000022,771.725980999996,0.9679082999937236,正式,Incongruent,1.0,0.9679082999937236,both,0.0,
S001,2.0,97,正式,Incongruent,b,1.0,776.7594085999881,777.9772682000184,1.2178596000303514,正式,Incongruent,1.0,1.2178596000303514,both,0.0,
S001,2.0,98,正式,Incongruent,b,1.0,782.7618446999695,783.9793587999884,1.2175141000188887,正式,Incongruent,1.0,1.2175141000188887,both,0.0,
S001,2.0,99,正式,Incongruent,y,1.0,788.7625706999679,789.6482076999964,0.8856370000285096,正式,Incongruent,1.0,0.8856370000285096,both,0.0,
S001,2.0,100,正式,Incongruent,y,1.0,794.7649661999894,795.73251110001,0.9675449000205844,正式,Incongruent,1.0,0.9675449000205844,both,0.0,
S001,2.0,101,正式,Incongruent,b,1.0,810.7522738999687,811.7203438999713,0.9680700000026264,正式,Incongruent,1.0,0.9680700000026264,both,0.0,
S001,2.0,102,正式,Incongruent,y,1.0,816.7533455999801,817.9556292999769,1.2022836999967694,正式,Incongruent,1.0,1.2022836999967694,both,0.0,
S001,2.0,103,正式,Incongruent,b,1.0,822.7554275000002,823.8577347999671,1.102307299966924,正式,Incongruent,1.0,1.102307299966924,both,0.0,
S001,2.0,104,正式,Incongruent,y,1.0,828.7567633999861,830.0412693999824,1.2845059999963269,正式,Incongruent,1.0,1.2845059999963269,both,0.0,
S001,2.0,105,正式,Incongruent,b,1.0,834.7585752999876,836.0603248999687,1.3017495999811215,正式,Incongruent,1.0,1.3017495999811215,both,0.0,
S001,2.0,106,正式,Incongruent,y,1.0,840.7603064000141,842.029946399969,1.2696399999549612,正式,Incongruent,1.0,1.2696399999549612,both,0.0,
S001,2.0,107,正式,Incongruent,y,1.0,846.7619953000103,847.496317800018,0.7343225000076927,正式,Incongruent,1.0,0.7343225000076927,both,0.0,
S001,2.0,108,正式,Incongruent,b,1.0,852.7637682000059,853.5995287999976,0.8357605999917723,正式,Incongruent,1.0,0.8357605999917723,both,0.0,
S001,2.0,109,正式,Incongruent,y,1.0,858.7660930000129,859.5495793999871,0.7834863999742083,正式,Incongruent,1.0,0.7834863999742083,both,0.0,
S001,2.0,110,正式,Incongruent,b,1.0,864.7669860000024,865.486334700021,0.7193487000185996,正式,Incongruent,1.0,0.7193487000185996,both,0.0,
S001,2.0,111,正式,Incongruent,y,1.0,880.7544038000051,882.1393210000242,1.3849172000191174,正式,Incongruent,1.0,1.3849172000191174,both,0.0,
S001,2.0,112,正式,Incongruent,b,1.0,886.7559932000004,887.7746939000208,1.0187007000204176,正式,Incongruent,1.0,1.0187007000204176,both,0.0,
S001,2.0,113,正式,Incongruent,y,1.0,892.7578848999692,894.0431407999713,1.285255900002085,正式,Incongruent,1.0,1.285255900002085,both,0.0,
S001,2.0,114,正式,Incongruent,b,1.0,898.7599735999829,899.7617519000196,1.0017783000366762,正式,Incongruent,1.0,1.0017783000366762,both,0.0,
S001,2.0,115,正式,Incongruent,y,0.0,904.760874199972,906.1293137000175,1.368439500045497,正式,Incongruent,0.0,1.368439500045497,both,0.0,
S001,2.0,116,正式,Incongruent,b,1.0,910.7625610000104,911.6641986999892,0.9016376999788918,正式,Incongruent,1.0,0.9016376999788918,both,0.0,
S001,2.0,117,正式,Incongruent,b,1.0,916.7647313000052,918.0333936000243,1.268662300019059,正式,Incongruent,1.0,1.268662300019059,both,0.0,
S001,2.0,118,正式,Incongruent,b,1.0,922.7657458999892,923.6669842000118,0.9012383000226692,正式,Incongruent,1.0,0.9012383000226692,both,0.0,
S001,2.0,119,正式,Incongruent,b,1.0,928.7506815000088,929.8198271999718,1.0691456999629736,正式,Incongruent,1.0,1.0691456999629736,both,0.0,
S001,2.0,120,正式,Incongruent,b,1.0,934.7527013000216,935.9041995999868,1.1514982999651693,正式,Incongruent,1.0,1.1514982999651693,both,0.0,
S002,1.0,1,練習,Congruent,y,1.0,16.053853999997955,17.06970510003157,1.0158511000336148,練習,Congruent,1.0,1.0158511000336148,both,0.0,
S002,1.0,2,練習,Congruent,b,1.0,22.056019900017414,22.974479500029698,0.9184596000122838,練習,Congruent,1.0,0.9184596000122838,both,0.0,
S002,1.0,3,練習,Congruent,b,1.0,28.041650900035165,28.97610100003658,0.9344501000014134,練習,Congruent,1.0,0.9344501000014134,both,0.0,
S002,1.0,4,練習,Congruent,y,1.0,34.04314880003221,34.810988100012764,0.767839299980551,練習,Congruent,1.0,0.767839299980551,both,0.0,
S002,1.0,5,練習,Congruent,b,1.0,40.044314500002656,41.04591550002806,1.0016010000254028,練習,Congruent,1.0,1.0016010000254028,both,0.0,
S002,1.0,6,練習,Congruent,b,1.0,46.04566370003158,47.14793540001847,1.1022716999868862,練習,Congruent,1.0,1.1022716999868862,both,0.0,
S002,1.0,7,練習,Congruent,b,1.0,52.04764679999789,52.78137969999807,0.7337329000001773,練習,Congruent,1.0,0.7337329000001773,both,0.0,
S002,1.0,8,練習,Congruent,y,1.0,58.04907499998808,59.016603800002486,0.9675288000144064,練習,Congruent,1.0,0.9675288000144064,both,0.0,
S002,1.0,9,練習,Congruent,y,1.0,64.05108559998916,64.86794900003588,0.8168634000467137,練習,Congruent,1.0,0.8168634000467137,both,0.0,
S002,1.0,10,練習,Congruent,y,1.0,70.05209539999487,70.95532800001092,0.9032326000160538,練習,Congruent,1.0,0.9032326000160538,both,0.0,
S002,1.0,11,正式,Congruent,y,1.0,86.10631420003483,87.05847749998793,0.9521632999530992,正式,Congruent,1.0,0.9521632999530992,both,0.0,
S002,1.0,12,正式,Congruent,b,1.0,92.09187230002136,93.00989680003842,0.9180245000170544,正式,Congruent,1.0,0.9180245000170544,both,0.0,
S002,1.0,13,正式,Congruent,y,1.0,98.09382730000652,98.86105170001974,0.7672244000132196,正式,Congruent,1.0,0.7672244000132196,both,0.0,
S002,1.0,14,正式,Congruent,b,1.0,104.09454000002006,104.87997519999044,0.7854351999703795,正式,Congruent,1.0,0.7854351999703795,both,0.0,
S002,1.0,15,正式,Congruent,b,1.0,110.09591830003774,111.04868300003,0.952764699992258,正式,Congruent,1.0,0.952764699992258,both,0.0,
S002,1.0,16,正式,Congruent,b,1.0,116.09823160001542,116.933559600031,0.8353280000155792,正式,Congruent,1.0,0.8353280000155792,both,0.0,
S002,1.0,17,正式,Congruent,y,1.0,122.10011490003671,123.15205949998926,1.0519445999525487,正式,Congruent,1.0,1.0519445999525487,both,0.0,
