subject,phase,block_type,trial_global,trial_block,condition,event,stim_class,stim,resp,rt,acc,err,all_keys,onset_abs,onset_total,onset_r1,onset_r2,target_onset_block,drift
S008,1,正式,15,5,Congruent,,低 正向 文字,反思,y,0.9178536999970675,1,None,y:0.918,110.09633869992103,114.10,114.10,-,110.09015649999492,0.006500900024548173
S008,1,正式,16,6,Congruent,,高 負向 文字,嫉妒,b,0.8173176000127569,1,None,b:0.817,116.0981071999995,120.10,120.10,-,116.09015649999492,0.008815099950879812
S008,1,正式,17,7,Congruent,,Straight 圖片,Gemini_Generated_Image_m8js26m8js26m8js (3).png,y,0.7186509999446571,1,None,y:0.719,122.09921859996393,126.10,126.10,-,122.09015649999492,0.01017099991440773
S008,1,正式,18,8,Congruent,,高 負向 文字,緊張,b,0.7658988999901339,1,None,b:0.766,128.10096700000577,132.10,132.10,-,128.09015649999492,0.011703299940563738
S008,1,正式,19,9,Congruent,,Gay 圖片,"ChatGPT Image Nov 16, 2025 at 09_08_59 PM.png",b,0.6513210000703111,1,None,b:0.651,134.10293149994686,138.10,138.10,-,134.09015649999492,0.013056199997663498
S008,1,正式,20,10,Congruent,,低 正向 文字,鎮定,y,0.9351373000536114,1,None,y:0.935,140.10444199992344,144.11,144.11,-,140.09015649999492,0.015172499930486083
S008,1,正式,21,11,Congruent,,低 負向 文字,羞愧,b,0.8185722000198439,1,None,b:0.819,156.0918149999343,160.09,160.09,-,156.09015649999492,0.0025234000058844686
S008,1,正式,22,12,Congruent,,中 正向 文字,調皮,y,0.7015483999857679,1,None,y:0.702,162.09363509994,166.09,166.09,-,162.09015649999492,0.004122799960896373
S008,1,正式,23,13,Congruent,,中 負向 文字,悲觀,b,0.7343205000506714,1,None,b:0.734,168.09542129992042,172.10,172.10,-,168.09015649999492,0.005629400024190545
S008,1,正式,24,14,Congruent,,Straight 圖片,Gemini_Generated_Image_pz4orypz4orypz4o (4).png,y,0.750269899959676,1,None,y:0.750,174.09723850002047,178.10,178.10,-,174.09015649999492,0.00806259992532432
S008,1,正式,25,15,Congruent,,Gay 圖片,Gemini_Generated_Image_32gpb132gpb132gp.png,b,0.5020706999348477,1,None,b:0.502,180.09825929999352,184.10,184.10,-,180.09015649999492,0.008577800006605685
S008,1,正式,26,16,Congruent,,高 正向 文字,賦權感,b,0.9679915000451729,0,Wrong,b:0.968,186.0999671999598,190.10,190.10,-,186.09015649999492,0.010780400014482439
S008,1,正式,27,17,Congruent,,Gay 圖片,Gemini_Generated_Image_941ux7941ux7941u (1).png,b,0.6674409999977797,1,None,b:0.667,192.10146349994466,196.10,196.10,-,192.09015649999492,0.01258340000640601
S008,1,正式,28,18,Congruent,,低 正向 文字,平靜,y,0.701155100017786,1,None,y:0.701,198.1036213999614,202.10,202.10,-,198.09015649999492,0.013937099953182042
S008,1,正式,29,19,Congruent,,Gay 圖片,Gemini_Generated_Image_qcheitqcheitqche (3).png,b,0.6682764999568462,1,None,b:0.668,204.1050209000241,208.11,208.11,-,204.09015649999492,0.01589449995663017
S008,1,正式,30,20,Congruent,,Straight 圖片,Gemini_Generated_Image_8zpygh8zpygh8zpy (1).png,y,0.7026796001009643,1,None,y:0.703,210.1062914999202,214.09,214.09,-,210.09015649999492,0.0008925999281927943
S008,1,正式,31,21,Congruent,,中 負向 文字,憤懣,b,0.966829999932088,1,None,b:0.967,226.09465149999596,230.10,230.10,-,226.09015649999492,0.00519449997227639
S008,1,正式,32,22,Congruent,,Gay 圖片,"ChatGPT Image Nov 16, 2025 at 09_27_32 PM.png",b,0.6515790999401361,1,None,b:0.652,232.09559639997315,236.10,236.10,-,232.09015649999492,0.006866800016723573
S008,1,正式,33,23,Congruent,,Straight 圖片,Gemini_Generated_Image_m8js26m8js26m8js (3).png,y,0.5009954000124708,1,None,y:0.501,238.09757619991433,242.10,242.10,-,238.09015649999492,0.007969799917191267
S008,1,正式,34,24,Congruent,,Straight 圖片,Gemini_Generated_Image_s0cvoks0cvoks0cv.png,y,0.6526761999120936,1,None,y:0.653,244.09917880001012,248.10,248.10,-,244.09015649999492,0.010451499954797328
S008,1,正式,35,25,Congruent,,Straight 圖片,ChatGPT Image 2025年11月16日 下午10_06_24.png,y,0.5689697000198066,1,None,y:0.569,250.10065029992256,254.10,254.10,-,250.09015649999492,0.011976599926128983
S008,1,正式,36,26,Congruent,,低 負向 文字,悲慘,b,0.7347807000624016,1,None,b:0.735,256.1025815999601,260.10,260.10,-,256.0901564999949,0.012930199969559908
S008,1,正式,37,27,Congruent,,Gay 圖片,Gemini_Generated_Image_qcheitqcheitqche (1).png,b,0.7020604000426829,1,None,b:0.702,262.1031628999626,266.11,266.11,-,262.0901564999949,0.014674899983219802
S008,1,正式,38,28,Congruent,,高 正向 文字,激昂,y,0.8849058999912813,1,None,y:0.885,268.1049535999773,272.11,272.11,-,268.0901564999949,0.016594599932432175
S008,1,正式,39,29,Congruent,,Straight 圖片,Gemini_Generated_Image_m8js26m8js26m8js.png,y,0.8517060000449419,1,None,y:0.852,274.1066963999765,278.09,278.09,-,274.0901564999949,0.0009482000023126602
S008,1,正式,40,30,Congruent,,中 負向 文字,怨恨,b,0.7347742000129074,1,None,b:0.735,280.0917262999574,284.09,284.09,-,280.0901564999949,0.002964799990877509
S008,1,正式,41,31,Congruent,,中 正向 文字,興高采烈,y,0.8333656000904739,1,None,y:0.833,296.0964600999141,300.10,300.10,-,296.0901564999949,0.007032699999399483
S008,1,正式,42,32,Congruent,,Gay 圖片,Gemini_Generated_Image_fbq7h1fbq7h1fbq7.png,b,0.6523301000706851,1,None,b:0.652,302.0978543999372,306.10,306.10,-,302.0901564999949,0.008486800012178719
S008,1,正式,43,33,Congruent,,低 正向 文字,安寧,y,0.7010805000318214,1,None,y:0.701,308.0997769999085,312.10,312.10,-,308.0901564999949,0.010144099942408502
S008,1,正式,44,34,Congruent,,Gay 圖片,Gemini_Generated_Image_hq3xr8hq3xr8hq3x.png,b,0.701606799964793,1,None,b:0.702,314.10081590001937,318.10,318.10,-,314.0901564999949,0.011642499943263829
S008,1,正式,45,35,Congruent,,Gay 圖片,Gemini_Generated_Image_t9a3w3t9a3w3t9a3.png,b,0.701629800023511,1,None,b:0.702,320.10293049993925,324.10,324.10,-,320.0901564999949,0.013745500007644296
S008,1,正式,46,36,Congruent,,Straight 圖片,Gemini_Generated_Image_l7zn3wl7zn3wl7zn.png,y,0.8852671000640839,1,None,y:0.885,326.1041403999552,330.11,330.11,-,326.0901564999949,0.015287499991245568
S008,1,正式,47,37,Congruent,,Gay 圖片,IMG_0082 (5).jpg,b,0.7019950000103563,1,None,b:0.702,332.10632989997976,336.09,336.09,-,332.0901564999949,0.0006909000221639872
S008,1,正式,48,38,Congruent,,中 正向 文字,受鼓舞,y,0.6672550999792293,1,None,y:0.667,338.09024799999315,342.09,342.09,-,338.0901564999949,0.0016283999430015683
S008,1,正式,49,39,Congruent,,Gay 圖片,Gemini_Generated_Image_qau0qqqau0qqqau0.png,b,0.6855978999519721,1,None,b:0.686,344.0924812000012,348.09,348.09,-,344.0901564999949,0.003454499994404614
S008,1,正式,50,40,Congruent,,Straight 圖片,Gemini_Generated_Image_63bzk963bzk963bz (4).png,y,0.6009140000678599,1,None,y:0.601,350.0947023999179,354.09,354.09,-,350.0901564999949,0.004786700010299683
S008,1,正式,51,41,Congruent,,Straight 圖片,Gemini_Generated_Image_mss2e2mss2e2mss2.png,y,0.7352841000538319,1,None,y:0.735,366.09874069993384,370.10,370.10,-,366.0901564999949,0.009367199963890016
S008,1,正式,52,42,Congruent,,高 負向 文字,受挫,b,0.7685666000470519,1,None,b:0.769,372.10039599996526,376.10,376.10,-,372.0901564999949,0.011107099941000342
S008,1,正式,53,43,Congruent,,中 負向 文字,惱怒,b,0.7672356999246404,1,None,b:0.767,378.1020348999882,382.10,382.10,-,378.0901564999949,0.01290630002040416
S008,1,正式,54,44,Congruent,,中 負向 文字,受辱,b,0.6353249000385404,1,None,b:0.635,384.10262469993904,388.10,388.10,-,384.0901564999949,0.014110499992966652
S008,1,正式,55,45,Congruent,,Straight 圖片,Gemini_Generated_Image_xnkfcyxnkfcyxnkf.png,y,0.6348595999879763,1,None,y:0.635,390.10473349993117,394.11,394.11,-,390.0901564999949,0.01604589994531125
S008,1,正式,56,46,Congruent,,低 負向 文字,想睡,b,0.9681894000386819,1,None,b:0.968,396.1066722999094,400.09,400.09,-,396.0901564999949,0.0009595999727025628
S008,1,正式,57,47,Congruent,,高 負向 文字,驚恐,b,0.6346755999838933,1,None,b:0.635,402.0918995999964,406.09,406.09,-,402.0901564999949,0.0018541999161243439
S008,1,正式,58,48,Congruent,,高 正向 文字,驚嘆,b,0.6348257000790909,0,Wrong,b:0.635,408.09222569991834,412.09,412.09,-,408.0901564999949,0.004036099999211729
S008,1,正式,59,49,Congruent,,Straight 圖片,Gemini_Generated_Image_7ypa4e7ypa4e7ypa (8).png,y,0.6668255999684334,1,None,y:0.667,414.0947858999716,418.10,418.10,-,414.0901564999949,0.005679099936969578
S008,1,正式,60,50,Congruent,,中 正向 文字,樂意,y,0.7668314999900758,1,None,y:0.767,420.0968197999755,424.10,424.10,-,420.0901564999949,0.006501699914224446
S008,1,正式,60,0,Congruent,Run1正式結束,,,,,,EVENT,,1763883814.7143455,424.10,424.10,-,,
S008,1,Run End,60,0,Congruent,Run 1 結束,,,,,,EVENT,,1763883818.7164896,428.10,428.10,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883818.7164896,428.10,428.10,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883831.1069045,440.49,440.49,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883848.1813712,457.56,457.56,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883859.534695,468.92,468.92,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883877.4979334,486.88,486.88,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883892.190857,501.57,501.57,-,,
S008,,Rest,60,0,,休息開始,,,,,,EVENT,,1763883911.0907917,520.47,520.47,-,,
S008,2,Run Start,60,0,Incongruent,Run 2 開始,,,,,,EVENT,,1763883928.4621184,537.85,537.85,-,,
S008,2,練習,60,0,Incongruent,Run2練習開始,,,,,,EVENT,,1763883942.4668264,551.85,551.85,14.00,,
S008,2,練習,61,1,Incongruent,,高 正向 文字,堅定,b,1.103285799967125,1,None,b:1.103,553.8824165000115,557.88,557.88,20.04,553.8804271999979,0.003359899972565472
S008,2,練習,62,2,Incongruent,,Straight 圖片,Gemini_Generated_Image_jp0sc5jp0sc5jp0s (2).png,y,1.035998700070195,1,None,y:1.036,559.8847628999501,563.89,563.89,26.04,559.8804271999979,0.004332999931648374
S008,2,練習,63,3,Incongruent,,高 負向 文字,害怕,b,1.1843903000699356,0,Wrong,b:1.184,565.8858620999381,569.89,569.89,32.04,565.8804271999979,0.006478299968875945
S008,2,練習,64,4,Incongruent,,Gay 圖片,Gemini_Generated_Image_t9a3w3t9a3w3t9a3.png,b,1.051939299912192,1,None,b:1.052,571.8876315000234,575.89,575.89,38.04,571.8804271999979,0.00792639993596822
S008,2,練習,65,5,Incongruent,,Straight 圖片,Gemini_Generated_Image_uvtqutuvtqutuvtq.png,y,0.7349587000207976,1,None,y:0.735,577.8893808999564,581.89,581.89,44.05,577.8804271999979,0.00994299992453307
S008,2,練習,66,6,Incongruent,,中 負向 文字,惱怒,y,1.151667199912481,1,None,y:1.152,583.8906112000113,587.89,587.89,50.05,583.8804271999979,0.010865599964745343
S008,2,練習,67,7,Incongruent,,Gay 圖片,Gemini_Generated_Image_bmcam5bmcam5bmca (2).png,b,0.718153900001198,1,None,b:0.718,589.8924851999618,593.89,593.89,56.05,589.8804271999979,0.01275649992749095
S008,2,練習,68,8,Incongruent,,Straight 圖片,Gemini_Generated_Image_t8lai7t8lai7t8la (1).png,y,0.7513187000295147,1,None,y:0.751,595.8943160999333,599.90,599.90,62.05,595.8804271999979,0.014093599980697036
S008,2,練習,69,9,Incongruent,,低 正向 文字,受撫慰,b,1.0006628000410274,1,None,b:1.001,601.8955855999375,605.90,605.90,68.05,601.8804271999979,0.016055900021456182
S008,2,練習,70,10,Incongruent,,低 負向 文字,失望,b,0.8011442999122664,0,Wrong,b:0.801,607.8807186000049,611.88,611.88,74.04,607.8804271999979,0.0008359999628737569
S008,2,練習,70,0,Incongruent,Run2練習結束,,,,,,EVENT,,1763884002.4984028,611.88,611.88,74.04,,
S008,2,預備開始,70,0,Incongruent,Run 2 預備開始開始,,,,,,EVENT,,1763884002.4994118,611.88,611.88,74.04,,
S008,2,預備開始,70,0,Incongruent,Run 2 預備開始結束,,,,,,EVENT,,1763884012.5011733,621.88,621.88,84.04,,
S008,2,正式,70,0,Incongruent,Run2正式開始,,,,,,EVENT,,1763884012.5011733,621.88,621.88,84.04,,
S008,2,正式,71,1,Incongruent,,中 正向 文字,友善,y,0.9364942000247538,0,Wrong,y:0.936,623.9340063999407,627.94,627.94,90.09,623.9206176999724,0.015344399958848953
S008,2,正式,72,2,Incongruent,,高 正向 文字,雄心勃勃,b,1.0183391000609845,1,None,b:1.018,629.9365157999564,633.92,633.92,96.08,629.9206176999724,0.00035089999437332153
S008,2,正式,73,3,Incongruent,,高 正向 文字,興奮,b,0.6342304999707267,1,None,b:0.634,635.9216320000123,639.92,639.92,102.08,635.9206176999724,0.0017501999391242862
S008,2,正式,74,4,Incongruent,,Gay 圖片,Gemini_Generated_Image_3tngf13tngf13tng.png,b,0.7180861999513581,1,None,b:0.718,641.9230225000065,645.92,645.92,108.08,641.9206176999724,0.0038660999853163958
S008,2,正式,75,5,Incongruent,,低 正向 文字,鎮定,b,0.8010033000027761,1,None,b:0.801,647.9245668000076,651.93,651.93,114.08,647.9206176999724,0.004960899939760566
S008,2,正式,76,6,Incongruent,,Straight 圖片,Gemini_Generated_Image_22gggh22gggh22gg.png,y,0.7035199999809265,1,None,y:0.704,653.9262429999653,657.93,657.93,120.08,653.9206176999724,0.0064196999883279204
S008,2,正式,77,7,Incongruent,,中 負向 文字,暴躁,b,0.6673488999949768,0,Wrong,b:0.667,659.9280254999176,663.93,663.93,126.08,659.9206176999724,0.008190399967133999
S008,2,正式,78,8,Incongruent,,Straight 圖片,Gemini_Generated_Image_s0cvoks0cvoks0cv.png,y,0.7178843000438064,1,None,y:0.718,665.9296608999139,669.93,669.93,132.09,665.9206176999724,0.009724800009280443
S008,2,正式,79,9,Incongruent,,Gay 圖片,Gemini_Generated_Image_oqaxgcoqaxgcoqax.png,b,0.9017629000591114,1,None,b:0.902,671.9318505999399,675.93,675.93,138.09,671.9206176999724,0.011067999992519617
S008,2,正式,80,10,Incongruent,,Straight 圖片,Gemini_Generated_Image_t8lai7t8lai7t8la.png,y,0.7015114000532776,1,None,y:0.702,677.9329959999304,681.94,681.94,144.09,677.9206176999724,0.013884600019082427
S008,2,正式,81,11,Incongruent,,Gay 圖片,Gemini_Generated_Image_ph7wzgph7wzgph7w.png,b,0.7020603999262676,1,None,b:0.702,693.9370861999923,697.92,697.92,160.08,693.9206176999724,0.0013383999466896057
S008,2,正式,82,12,Incongruent,,Straight 圖片,Gemini_Generated_Image_jp0sc5jp0sc5jp0s (2).png,y,0.6847168999956921,1,None,y:0.685,699.9218915000092,703.92,703.92,166.08,699.9206176999724,0.002380099962465465
S008,2,正式,83,13,Incongruent,,中 負向 文字,尷尬,y,1.1524178000399843,1,None,y:1.152,705.9238543999381,709.93,709.93,172.08,705.9206176999724,0.003869700012728572
S008,2,正式,84,14,Incongruent,,Straight 圖片,Gemini_Generated_Image_jp0sc5jp0sc5jp0s (3).png,y,0.751572799985297,1,None,y:0.752,711.92477589997,715.93,715.93,178.08,711.9206176999724,0.0061039000283926725
S008,2,正式,85,15,Incongruent,,高 負向 文字,暴怒,y,0.9010120000457391,1,None,y:0.901,717.9279674999416,721.93,721.93,184.08,717.9206176999724,0.0071338999550789595
S008,2,正式,86,16,Incongruent,,低 負向 文字,絕望,y,0.7866500999080017,1,None,y:0.787,723.9283288000152,727.93,727.93,190.08,723.9206176999724,0.008991000009700656
S008,2,正式,87,17,Incongruent,,Straight 圖片,Gemini_Generated_Image_22gggh22gggh22gg (2).png,y,0.7355415000347421,1,None,y:0.736,729.9302027999656,733.93,733.93,196.09,729.9206176999724,0.010834199958480895
S008,2,正式,88,18,Incongruent,,Gay 圖片,Gemini_Generated_Image_ph7wzgph7wzgph7w.png,b,0.7020475000608712,1,None,b:0.702,735.9316697999602,739.93,739.93,202.09,735.9206176999724,0.01240689994301647
S008,2,正式,89,19,Incongruent,,高 負向 文字,嫉妒,y,1.1343552999896929,1,None,y:1.134,741.9333289000206,745.94,745.94,208.09,741.9206176999724,0.013551000040024519
S008,2,正式,90,20,Incongruent,,Straight 圖片,Gemini_Generated_Image_m8js26m8js26m8js.png,y,0.752028499962762,1,None,y:0.752,747.9350989999948,751.94,751.94,214.09,747.9206176999724,0.0156796999508515
S008,2,正式,91,21,Incongruent,,高 正向 文字,賦權感,b,1.2848711999831721,1,None,b:1.285,763.9227999999421,767.92,767.92,230.08,763.9206176999724,0.0029823000077158213
S008,2,正式,92,22,Incongruent,,低 正向 文字,溫柔,b,0.7364145999308676,1,None,b:0.736,769.9241521999938,773.93,773.93,236.08,769.9206176999724,0.00447129993699491
S008,2,正式,93,23,Incongruent,,Gay 圖片,Gemini_Generated_Image_nwdpz1nwdpz1nwdp.png,b,0.7182030000258237,1,None,b:0.718,775.926225299947,779.93,779.93,242.08,775.9206176999724,0.005972699960693717
S008,2,正式,94,24,Incongruent,,低 負向 文字,倦怠,y,0.8529171999543905,1,None,y:0.853,781.9274721000111,785.93,785.93,248.08,781.9206176999724,0.007734799990430474
S008,2,正式,95,25,Incongruent,,Straight 圖片,Gemini_Generated_Image_s0cvoks0cvoks0cv.png,y,0.732970800017938,1,None,y:0.733,787.9301456999965,791.93,791.93,254.09,787.9206176999724,0.01033570000436157
S008,2,正式,96,26,Incongruent,,低 正向 文字,感恩,b,0.8007887999992818,1,None,b:0.801,793.9308861999307,797.93,797.93,260.09,793.9206176999724,0.010515599977225065
S008,2,正式,97,27,Incongruent,,中 正向 文字,驕傲,b,0.7016334000509232,1,None,b:0.702,799.9321227999171,803.93,803.93,266.09,799.9206176999724,0.012614100007340312
S008,2,正式,98,28,Incongruent,,Gay 圖片,"ChatGPT Image Nov 16, 2025 at 09_08_53 PM.png",b,0.6504444000311196,1,None,b:0.650,805.934208599967,809.94,809.94,272.09,805.9206176999724,0.014308399986475706
S008,2,正式,99,29,Incongruent,,Gay 圖片,Gemini_Generated_Image_rymwf2rymwf2rymw.png,b,0.7347273000050336,1,None,b:0.735,811.9359206999652,815.94,815.94,278.09,811.9206176999724,0.01612859999295324
S008,2,正式,100,30,Incongruent,,Gay 圖片,Gemini_Generated_Image_rzw31qrzw31qrzw3.png,b,0.6525142999598756,1,None,b:0.653,817.936991399969,821.92,821.92,284.08,817.9206176999724,0.0010333999525755644
S008,2,正式,101,31,Incongruent,,中 正向 文字,受鼓舞,b,0.752592199947685,1,None,b:0.753,833.9246294000186,837.93,837.93,300.08,833.9206176999724,0.00501520000398159
S008,2,正式,102,32,Incongruent,,Straight 圖片,Gemini_Generated_Image_t8lai7t8lai7t8la (1).png,y,0.8335643000900745,1,None,y:0.834,839.926497999928,843.93,843.93,306.08,839.9206176999724,0.0070177000015974045
S008,2,正式,103,33,Incongruent,,Gay 圖片,Gemini_Generated_Image_rzw31qrzw31qrzw3.png,b,0.6845804000040516,1,None,b:0.685,845.9279940999113,849.93,849.93,312.08,845.9206176999724,0.007900399970822036
S008,2,正式,104,34,Incongruent,,低 負向 文字,憂鬱,y,0.7353860000148416,1,None,y:0.735,851.9297754999716,855.93,855.93,318.09,851.9206176999724,0.010339300031773746
S008,2,正式,105,35,Incongruent,,中 正向 文字,投入,b,0.8850329000269994,1,None,b:0.885,857.9312372999266,861.93,861.93,324.09,857.9206176999724,0.011521299951709807
S008,2,正式,106,36,Incongruent,,高 負向 文字,敵意,y,0.7858192999847233,1,None,y:0.786,863.932639000006,867.93,867.93,330.09,863.9206176999724,0.013454700005240738
S008,2,正式,107,37,Incongruent,,Straight 圖片,ChatGPT Image 2025年11月16日 下午10_17_14.png,y,0.6847083000466228,1,None,y:0.685,869.9345737999538,873.94,873.94,336.09,869.9206176999724,0.015381300006993115
S008,2,正式,108,38,Incongruent,,Straight 圖片,Gemini_Generated_Image_63bzk963bzk963bz (2).png,y,0.7016743998974562,1,None,y:0.702,875.9360202000244,879.92,879.92,342.08,875.9206176999724,4.5199994929134846e-05
S008,2,正式,109,39,Incongruent,,高 正向 文字,警覺,b,1.150919200037606,1,None,b:1.151,881.9214829999255,885.92,885.92,348.08,881.9206176999724,0.001558799995109439
S008,2,正式,110,40,Incongruent,,低 負向 文字,羞愧,b,1.0848961001029238,0,Wrong,b:1.085,887.9222307999153,891.92,891.92,354.08,887.9206176999724,0.003311699954792857
S008,2,正式,111,41,Incongruent,,低 正向 文字,受撫慰,None,nan,0,Miss,b:1.585,903.9274494999554,907.93,907.93,370.08,903.9206176999724,0.0063859999645501375
S008,2,正式,112,42,Incongruent,,Straight 圖片,Gemini_Generated_Image_imyf53imyf53imyf.png,y,0.6848222999833524,1,None,y:0.685,909.9285228999797,913.93,913.93,376.08,909.9206176999724,0.00897570000961423
S008,2,正式,113,43,Incongruent,,Gay 圖片,Gemini_Generated_Image_nwdpz1nwdpz1nwdp.png,b,0.734330500010401,1,None,b:0.734,915.9299939000048,919.93,919.93,382.09,915.9206176999724,0.011160599999129772
S008,2,正式,114,44,Incongruent,,高 負向 文字,壓力大,y,1.0520916000241414,1,None,y:1.052,921.9317958999891,925.93,925.93,388.09,921.9206176999724,0.012269499944522977
S008,2,正式,115,45,Incongruent,,中 負向 文字,氣餒,y,0.7005443000234663,1,None,y:0.701,927.9332765999716,931.93,931.93,394.09,927.9206176999724,0.01370769995264709
S008,2,正式,116,46,Incongruent,,中 負向 文字,不自在,y,0.8348261000355706,1,None,y:0.835,933.9350661999779,937.94,937.94,400.09,933.9206176999724,0.01561010000295937
S008,2,正式,117,47,Incongruent,,Gay 圖片,Gemini_Generated_Image_qcheitqcheitqche (1).png,b,0.8007550000911579,1,None,b:0.801,939.9362206999213,943.94,943.94,406.09,939.9206176999724,0.01665610005147755
S008,2,正式,118,48,Incongruent,,Gay 圖片,Gemini_Generated_Image_nwdpz1nwdpz1nwdp.png,b,0.6688125999644399,1,None,b:0.669,945.9218152000103,949.92,949.92,412.08,945.9206176999724,0.002360000042244792
S008,2,正式,119,49,Incongruent,,Straight 圖片,Gemini_Generated_Image_jp0sc5jp0sc5jp0s (1).png,y,0.7027662000618875,1,None,y:0.703,951.9233655999415,955.92,955.92,418.08,951.9206176999724,0.003617699956521392
S008,2,正式,120,50,Incongruent,,高 負向 文字,受挫,b,0.9024022000376135,0,Wrong,b:0.902,957.9250027999515,961.93,961.93,424.08,957.9206176999724,0.005052299937233329
S008,2,正式,120,0,Incongruent,Run2正式結束,,,,,,EVENT,,1763884352.542943,961.93,961.93,424.08,,
S008,2,Run End,120,0,Incongruent,Run 2 結束,,,,,,EVENT,,1763884356.5453947,965.93,965.93,428.08,,
