"subject","rt","acc","Modality","Image_Type","Valence","Arousal","condition","Condition","rt_z","outlier_flag","acc_label"
"S001",1.1852069000015,1,"Text","","Positive","High","Congruent","Congruent",1.33888706374088,FALSE,"Correct"
"S001",0.652109999966342,1,"Image","Gay","","","Congruent","Congruent",-1.17966067420961,FALSE,"Correct"
"S001",0.717876499984413,1,"Image","Straight","","","Congruent","Congruent",-0.868955303680334,FALSE,"Correct"
"S001",0.750730100029614,1,"Text","","Positive","Low","Congruent","Congruent",-0.713742695856292,FALSE,"Correct"
"S001",0.701947299996391,1,"Image","Straight","","","Congruent","Congruent",-0.944210760229694,FALSE,"Correct"
"S001",0.834143700019922,1,"Image","Straight","","","Incongruent","Incongruent",-0.319665871256409,FALSE,"Correct"
"S001",1.45028460002504,0,"Text","","Positive","Low","Incongruent","Incongruent",2.59121256353532,TRUE,"Error"
"S001",0.666699399997015,1,"Image","Straight","","","Incongruent","Incongruent",-1.11073493023533,FALSE,"Correct"
"S001",0.798965500027407,1,"Image","Gay","","","Incongruent","Incongruent",-0.485860752544361,FALSE,"Correct"
"S001",0.902718900004402,1,"Image","Straight","","","Incongruent","Incongruent",0.00430884101264033,FALSE,"Correct"
"S001",1.25182800000766,1,"Text","","Negative","Low","Incongruent","Incongruent",1.65362988199628,FALSE,"Correct"
"S001",0.802352100028656,1,"Image","Straight","","","Incongruent","Incongruent",-0.469861196418772,FALSE,"Correct"
"S001",0.953011000005063,1,"Image","Straight","","","Incongruent","Incongruent",0.241907398957903,FALSE,"Correct"
"S001",0.785695900034625,1,"Image","Gay","","","Incongruent","Incongruent",-0.548551270990678,FALSE,"Correct"
"S001",1.051046699984,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.705064454277597,FALSE,"Correct"
"S001",1.06876860000193,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.788789291543399,FALSE,"Correct"
"S001",0.817983500019182,1,"Image","Straight","","","Incongruent","Incongruent",-0.39601265765492,FALSE,"Correct"
"S001",0.985423100006301,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.395034196609436,FALSE,"Correct"
"S001",0.751704700000118,1,"Text","","Negative","Low","Incongruent","Incongruent",-0.709138323647489,FALSE,"Correct"
"S001",1.13617770001292,0,"Text","","Positive","Mid","Incongruent","Incongruent",1.10725491447005,FALSE,"Error"
"S001",1.26883700001053,1,"Text","","Negative","High","Incongruent","Incongruent",1.73398671483325,FALSE,"Correct"
"S001",1.05217959999573,1,"Text","","Positive","Low","Incongruent","Incongruent",0.710416694670795,FALSE,"Correct"
"S001",1.16723600000841,0,"Text","","Positive","Mid","Incongruent","Incongruent",1.25398585811852,FALSE,"Error"
"S001",1.13568619999569,1,"Text","","Positive","Mid","Incongruent","Incongruent",1.10493288585475,FALSE,"Correct"
"S001",0.733905699977186,1,"Image","Straight","","","Incongruent","Incongruent",-0.79322740997041,FALSE,"Correct"
"S001",1.23471240000799,1,"Text","","Negative","High","Incongruent","Incongruent",1.5727694311852,FALSE,"Correct"
"S001",0.734319200040773,1,"Image","Straight","","","Incongruent","Incongruent",-0.791273882103862,FALSE,"Correct"
"S001",1.05134829995222,1,"Text","","Negative","Low","Incongruent","Incongruent",0.70648932453606,FALSE,"Correct"
"S001",0.967908299993724,1,"Image","Straight","","","Incongruent","Incongruent",0.312287776681985,FALSE,"Correct"
"S001",1.21785960003035,1,"Image","Gay","","","Incongruent","Incongruent",1.49315054527717,FALSE,"Correct"
"S001",1.21751410001889,1,"Image","Gay","","","Incongruent","Incongruent",1.4915182749108,FALSE,"Correct"
"S001",0.88563700002851,1,"Image","Straight","","","Incongruent","Incongruent",-0.0763923983705602,FALSE,"Correct"
"S001",0.967544900020584,1,"Image","Straight","","","Incongruent","Incongruent",0.310570940248945,FALSE,"Correct"
"S001",0.968070000002626,1,"Image","Gay","","","Incongruent","Incongruent",0.313051707576391,FALSE,"Correct"
"S001",1.20228369999677,1,"Text","","Negative","Low","Incongruent","Incongruent",1.41956420892156,FALSE,"Correct"
"S001",1.10230729996692,1,"Text","","Positive","High","Incongruent","Incongruent",0.947238565821793,FALSE,"Correct"
"S001",1.28450599999633,1,"Text","","Negative","High","Incongruent","Incongruent",1.80801288993868,FALSE,"Correct"
"S001",1.30174959998112,1,"Text","","Positive","High","Incongruent","Incongruent",1.88947806021628,FALSE,"Correct"
"S001",1.26963999995496,1,"Text","","Negative","Low","Incongruent","Incongruent",1.73778038478983,FALSE,"Correct"
"S001",0.734322500007693,1,"Image","Straight","","","Incongruent","Incongruent",-0.791258291834585,FALSE,"Correct"
"S001",0.835760599991772,1,"Image","Gay","","","Incongruent","Incongruent",-0.312027035303083,FALSE,"Correct"
"S001",0.783486399974208,1,"Image","Straight","","","Incongruent","Incongruent",-0.558989769842945,FALSE,"Correct"
"S001",0.7193487000186,1,"Image","Gay","","","Incongruent","Incongruent",-0.862000083971373,FALSE,"Correct"
"S001",1.38491720001912,1,"Text","","Negative","Mid","Incongruent","Incongruent",2.28239268968167,FALSE,"Correct"
"S001",1.01870070002042,1,"Text","","Positive","High","Incongruent","Incongruent",0.552249937752271,FALSE,"Correct"
"S001",1.28525590000208,1,"Text","","Negative","High","Incongruent","Incongruent",1.81155569606467,FALSE,"Correct"
"S001",1.00177830003668,1,"Text","","Positive","Low","Incongruent","Incongruent",0.472302235567291,FALSE,"Correct"
"S001",1.3684395000455,0,"Text","","Positive","Low","Incongruent","Incongruent",2.20454591549775,FALSE,"Error"
"S001",0.901637699978892,1,"Image","Gay","","","Incongruent","Incongruent",-0.000799149445268395,FALSE,"Correct"
"S001",1.26866230001906,1,"Text","","Positive","High","Incongruent","Incongruent",1.73316136719322,FALSE,"Correct"
"S001",0.901238300022669,1,"Image","Gay","","","Incongruent","Incongruent",-0.002686063168112,FALSE,"Correct"
"S001",1.06914569996297,1,"Image","Gay","","","Incongruent","Incongruent",0.790570851807215,FALSE,"Correct"
"S001",1.15149829996517,1,"Image","Gay","","","Incongruent","Incongruent",1.17963511842777,FALSE,"Correct"
