"subject","rt","acc","Modality","Image_Type","Valence","Arousal","condition","Condition","rt_z","outlier_flag","acc_label"
"S002",1.30204730003607,1,"Text","","Negative","Mid","Incongruent","Incongruent",1.75397971441119,FALSE,"Correct"
"S002",1.25081040000077,1,"Image","Straight","","","Incongruent","Incongruent",1.49571884674497,FALSE,"Correct"
"S002",0.750886800000444,1,"Text","","Negative","High","Incongruent","Incongruent",-1.02415848022009,FALSE,"Correct"
"S002",0.768839700031094,1,"Image","Gay","","","Incongruent","Incongruent",-0.933666441555634,FALSE,"Correct"
"S002",1.21888449997641,1,"Text","","Positive","Low","Incongruent","Incongruent",1.33479555443733,FALSE,"Correct"
"S002",1.30104499997105,1,"Image","Gay","","","Incongruent","Incongruent",1.74892759603023,FALSE,"Correct"
"S002",0.650712299975567,1,"Image","Gay","","","Incongruent","Incongruent",-1.52909053654347,FALSE,"Correct"
"S002",0.833785799972247,1,"Image","Straight","","","Incongruent","Incongruent",-0.606304011143445,FALSE,"Correct"
"S002",0.952416899963282,1,"Text","","Positive","Low","Incongruent","Incongruent",-0.0083410041156973,FALSE,"Correct"
"S002",0.95176669995999,1,"Image","Straight","","","Incongruent","Incongruent",-0.0116183533872422,FALSE,"Correct"
"S002",0.884791399992537,1,"Text","","Negative","Low","Incongruent","Incongruent",-0.349209016949749,FALSE,"Correct"
"S002",0.835238199972082,1,"Image","Gay","","","Incongruent","Incongruent",-0.598983152857769,FALSE,"Correct"
"S002",0.868018200038932,1,"Text","","Negative","Low","Incongruent","Incongruent",-0.433754748064887,FALSE,"Correct"
"S002",0.734762000036426,1,"Image","Straight","","","Incongruent","Incongruent",-1.1054359350775,FALSE,"Correct"
"S002",1.41754789999686,1,"Text","","Positive","Mid","Incongruent","Incongruent",2.33616335825574,FALSE,"Correct"
"S002",1.11735029995907,1,"Text","","Positive","Mid","Incongruent","Incongruent",0.823009896518669,FALSE,"Correct"
"S002",1.01708230003715,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.317606551641117,FALSE,"Correct"
"S002",1.4009298000019,1,"Text","","Positive","Mid","Incongruent","Incongruent",2.25239941233579,FALSE,"Correct"
"S002",1.05017569998745,1,"Text","","Negative","Low","Incongruent","Incongruent",0.484414656333315,FALSE,"Correct"
"S002",0.78345819999231,1,"Text","","Negative","Mid","Incongruent","Incongruent",-0.859981529288072,FALSE,"Correct"
"S002",0.935262900020462,1,"Text","","Positive","High","Incongruent","Incongruent",-0.0948061670378812,FALSE,"Correct"
"S002",1.27017879998311,1,"Text","","Positive","Low","Incongruent","Incongruent",1.59334574808561,FALSE,"Correct"
"S002",1.16839489998529,1,"Image","Straight","","","Incongruent","Incongruent",1.08030147121124,FALSE,"Correct"
"S002",0.734837499971036,1,"Image","Straight","","","Incongruent","Incongruent",-1.10505537578121,FALSE,"Correct"
"S002",0.75211090000812,1,"Image","Straight","","","Incongruent","Incongruent",-1.01798837371727,FALSE,"Correct"
"S002",0.868587899953127,1,"Image","Gay","","","Incongruent","Incongruent",-0.430883161492554,FALSE,"Correct"
"S002",0.933961600007024,1,"Image","Gay","","","Incongruent","Incongruent",-0.101365402087876,FALSE,"Correct"
"S002",1.11981439997908,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.835430253892842,FALSE,"Correct"
"S002",1.31818930001464,0,"Text","","Positive","High","Incongruent","Incongruent",1.83534386636931,FALSE,"Error"
"S002",1.25100689998362,1,"Text","","Positive","High","Incongruent","Incongruent",1.49670930979078,FALSE,"Correct"
"S002",0.802453699987382,1,"Image","Straight","","","Incongruent","Incongruent",-0.764234239598379,FALSE,"Correct"
"S002",1.30252420000033,1,"Text","","Positive","Mid","Incongruent","Incongruent",1.75638354053021,FALSE,"Correct"
"S002",0.850169199984521,1,"Image","Gay","","","Incongruent","Incongruent",-0.523723076317604,FALSE,"Correct"
"S002",1.33423169999151,1,"Text","","Negative","Low","Incongruent","Incongruent",1.91620598204416,FALSE,"Correct"
"S002",1.01692830002867,0,"Text","","Negative","High","Incongruent","Incongruent",0.316830310772076,FALSE,"Error"
"S002",0.970069900038652,1,"Text","","Positive","High","Incongruent","Incongruent",0.0806393813728214,FALSE,"Correct"
"S002",1.25164349999977,1,"Text","","Negative","High","Incongruent","Incongruent",1.49991810798923,FALSE,"Correct"
"S002",1.41747830004897,1,"Text","","Negative","High","Incongruent","Incongruent",2.3358125379891,FALSE,"Correct"
"S002",0.984460000006948,1,"Text","","Positive","Low","Incongruent","Incongruent",0.153173037801213,FALSE,"Correct"
"S002",0.884066099999472,1,"Image","Straight","","","Incongruent","Incongruent",-0.352864909585683,FALSE,"Correct"
"S002",0.735603699984495,1,"Image","Straight","","","Incongruent","Incongruent",-1.10119332557627,FALSE,"Correct"
"S002",0.784770700032823,1,"Image","Gay","","","Incongruent","Incongruent",-0.853365840223331,FALSE,"Correct"
"S002",0.901425099989865,1,"Image","Straight","","","Incongruent","Incongruent",-0.265366438830255,FALSE,"Correct"
"S002",0.867318499949761,1,"Image","Gay","","","Incongruent","Incongruent",-0.437281603749191,FALSE,"Correct"
"S002",0.784595000033733,1,"Image","Straight","","","Incongruent","Incongruent",-0.854251460434209,FALSE,"Correct"
"S002",0.984438299958128,1,"Image","Gay","","","Incongruent","Incongruent",0.153063658165978,FALSE,"Correct"
"S002",1.3847597000422,1,"Image","Straight","","","Incongruent","Incongruent",2.17089362172459,FALSE,"Correct"
