"subject","rt","acc","Modality","Image_Type","Valence","Arousal","condition","Condition","rt_z","outlier_flag","acc_label"
"S003",0.885847199999262,1,"Image","Straight","","","Incongruent","Incongruent",-0.229014928751422,FALSE,"Correct"
"S003",0.985319799976423,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.26856704138063,FALSE,"Correct"
"S003",1.01764819998061,1,"Image","Gay","","","Incongruent","Incongruent",0.430280206302378,FALSE,"Correct"
"S003",0.768534299975727,1,"Image","Gay","","","Incongruent","Incongruent",-0.815837671185188,FALSE,"Correct"
"S003",1.40163800003938,1,"Image","Gay","","","Incongruent","Incongruent",2.3510744880214,FALSE,"Correct"
"S003",1.31812890002038,0,"Text","","Positive","Mid","Incongruent","Incongruent",1.9333451583271,FALSE,"Error"
"S003",0.884246699977666,1,"Text","","Negative","Mid","Incongruent","Incongruent",-0.237020952059597,FALSE,"Correct"
"S003",0.967980200017337,1,"Image","Straight","","","Incongruent","Incongruent",0.181830871712552,FALSE,"Correct"
"S003",1.03503379999893,1,"Text","","Negative","Low","Incongruent","Incongruent",0.517246477527089,FALSE,"Correct"
"S003",0.835991700005252,1,"Image","Straight","","","Incongruent","Incongruent",-0.478402176241017,FALSE,"Correct"
"S003",0.718243799987249,1,"Image","Gay","","","Incongruent","Incongruent",-1.06740087621791,FALSE,"Correct"
"S003",0.884281499951612,1,"Text","","Positive","Mid","Incongruent","Incongruent",-0.23684687558426,FALSE,"Correct"
"S003",0.68501750001451,1,"Image","Gay","","","Incongruent","Incongruent",-1.23360551754054,FALSE,"Correct"
"S003",0.768009199993685,1,"Image","Straight","","","Incongruent","Incongruent",-0.818464327004385,FALSE,"Correct"
"S003",0.817599500005599,1,"Image","Straight","","","Incongruent","Incongruent",-0.570403663213219,FALSE,"Correct"
"S003",0.834310999955051,1,"Text","","Negative","Low","Incongruent","Incongruent",-0.48680937623752,FALSE,"Correct"
"S003",0.750949300010689,1,"Image","Straight","","","Incongruent","Incongruent",-0.903801381085046,FALSE,"Correct"
"S003",1.03406909998739,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.512420853863514,FALSE,"Correct"
"S003",1.08448979997775,1,"Text","","Negative","High","Incongruent","Incongruent",0.764635345516474,FALSE,"Correct"
"S003",0.80016699997941,1,"Image","Straight","","","Incongruent","Incongruent",-0.657604537718858,FALSE,"Correct"
"S003",0.918342099990696,1,"Text","","Positive","Low","Incongruent","Incongruent",-0.0664688973750028,FALSE,"Correct"
"S003",0.601809499959927,1,"Text","","Positive","Mid","Incongruent","Incongruent",-1.64982868459774,FALSE,"Correct"
"S003",0.801790299999993,1,"Image","Straight","","","Incongruent","Incongruent",-0.649484464225831,FALSE,"Correct"
"S003",0.867264000000432,1,"Text","","Negative","Mid","Incongruent","Incongruent",-0.321971836170133,FALSE,"Correct"
"S003",0.783078100008424,1,"Image","Straight","","","Incongruent","Incongruent",-0.743086655577495,FALSE,"Correct"
"S003",1.03403490001801,1,"Image","Gay","","","Incongruent","Incongruent",0.512249778731821,FALSE,"Correct"
"S003",0.751349000027403,1,"Text","","Negative","High","Incongruent","Incongruent",-0.901802001136957,FALSE,"Correct"
"S003",0.868389000010211,1,"Image","Gay","","","Incongruent","Incongruent",-0.316344359645011,FALSE,"Correct"
"S003",0.734522200014908,1,"Image","Gay","","","Incongruent","Incongruent",-0.985973042239309,FALSE,"Correct"
"S003",0.684599200030789,1,"Text","","Negative","Low","Incongruent","Incongruent",-1.235697938268,FALSE,"Correct"
