"subject","rt","acc","Modality","Image_Type","Valence","Arousal","condition","Condition","rt_z","outlier_flag","acc_label"
"S005",1.06849719991442,1,"Image","Straight","","","Congruent","Congruent",0.216605456779749,FALSE,"Correct"
"S005",1.251305499929,0,"Text","","Positive","Low","Congruent","Congruent",0.979978969185325,FALSE,"Error"
"S005",1.48543430003338,1,"Image","Straight","","","Congruent","Congruent",1.95765735948116,FALSE,"Correct"
"S005",1.05212550004944,1,"Image","Gay","","","Congruent","Congruent",0.148240278453713,FALSE,"Correct"
"S005",1.15089469996747,1,"Image","Gay","","","Congruent","Congruent",0.560682115355512,FALSE,"Correct"
"S005",1.16747240000404,1,"Image","Gay","","","Congruent","Congruent",0.629907512142851,FALSE,"Correct"
"S005",1.01848430000246,1,"Image","Gay","","","Congruent","Congruent",0.00776087440390711,FALSE,"Correct"
"S005",0.934440299984999,1,"Text","","Negative","High","Incongruent","Incongruent",-0.343191262259587,FALSE,"Correct"
"S005",0.769030199968256,1,"Image","Gay","","","Incongruent","Incongruent",-1.03391312241071,FALSE,"Correct"
"S005",1.35060070001055,1,"Text","","Negative","Low","Incongruent","Incongruent",1.394617285089,FALSE,"Correct"
"S005",1.41852649999782,1,"Text","","Negative","Mid","Incongruent","Incongruent",1.67826281166034,FALSE,"Correct"
"S005",1.25164539995603,1,"Image","Straight","","","Incongruent","Incongruent",0.981398328576994,FALSE,"Correct"
"S005",1.01890029991046,1,"Text","","Negative","High","Incongruent","Incongruent",0.00949801276636497,FALSE,"Correct"
"S005",0.832922099973075,1,"Text","","Positive","High","Incongruent","Incongruent",-0.767112413049848,FALSE,"Correct"
"S005",0.969109700061381,1,"Image","Gay","","","Incongruent","Incongruent",-0.19841828582914,FALSE,"Correct"
"S005",1.33427290001418,1,"Text","","Positive","Mid","Incongruent","Incongruent",1.32643542446186,FALSE,"Correct"
"S005",0.820402499986812,1,"Image","Gay","","","Incongruent","Incongruent",-0.819391937637428,FALSE,"Correct"
"S005",0.668731600046158,1,"Image","Gay","","","Incongruent","Incongruent",-1.45274144971196,FALSE,"Correct"
"S005",0.768143000081182,1,"Image","Straight","","","Incongruent","Incongruent",-1.03761790438148,FALSE,"Correct"
"S005",0.885042199981399,1,"Text","","Positive","Mid","Incongruent","Incongruent",-0.549468554389658,FALSE,"Correct"
"S005",1.36728359991685,1,"Text","","Negative","Low","Incongruent","Incongruent",1.46428197699614,FALSE,"Correct"
"S005",0.9510614000028,1,"Text","","Negative","Low","Incongruent","Incongruent",-0.273784635210264,FALSE,"Correct"
"S005",1.23522450006567,1,"Text","","Positive","Low","Incongruent","Incongruent",0.912827700081639,FALSE,"Correct"
"S005",1.42054340010509,1,"Text","","Positive","Low","Incongruent","Incongruent",1.6866850119594,FALSE,"Correct"
"S005",0.835667200037278,1,"Text","","Positive","Mid","Incongruent","Incongruent",-0.755649384961144,FALSE,"Correct"
"S005",1.03245139995124,1,"Text","","Negative","Mid","Incongruent","Incongruent",0.0660848900266907,FALSE,"Correct"
"S005",1.16862450004555,1,"Image","Straight","","","Incongruent","Incongruent",0.634718467965203,FALSE,"Correct"
"S005",0.850586700020358,1,"Image","Gay","","","Incongruent","Incongruent",-0.69334832366081,FALSE,"Correct"
"S005",0.917448500054888,1,"Text","","Negative","Mid","Incongruent","Incongruent",-0.414145863301807,FALSE,"Correct"
"S005",0.83446880010888,1,"Image","Gay","","","Incongruent","Incongruent",-0.760653680513015,FALSE,"Correct"
"S005",1.11743470001966,0,"Text","","Positive","Mid","Incongruent","Incongruent",0.420959369270073,FALSE,"Error"
"S005",0.717591700027697,1,"Image","Gay","","","Incongruent","Incongruent",-1.24871074576461,FALSE,"Correct"
"S005",0.785304000019096,1,"Image","Straight","","","Incongruent","Incongruent",-0.965956755528,FALSE,"Correct"
"S005",0.767054900061339,1,"Image","Gay","","","Incongruent","Incongruent",-1.04216160799849,FALSE,"Correct"
"S005",1.03409660002217,1,"Image","Straight","","","Incongruent","Incongruent",0.0729549400006348,FALSE,"Correct"
"S005",0.70201150001958,1,"Image","Gay","","","Incongruent","Incongruent",-1.31377076767405,FALSE,"Correct"
"S005",0.767782099894248,1,"Image","Straight","","","Incongruent","Incongruent",-1.03912495654107,FALSE,"Correct"
"S005",0.668886000057682,1,"Image","Gay","","","Incongruent","Incongruent",-1.45209670393672,FALSE,"Correct"
"S005",1.13388860004488,1,"Image","Straight","","","Incongruent","Incongruent",0.489667800200314,FALSE,"Correct"
"S005",1.08309940004256,1,"Text","","Positive","Low","Incongruent","Incongruent",0.277581532810086,FALSE,"Correct"
"S005",1.40182999998797,1,"Text","","Negative","Low","Incongruent","Incongruent",1.60854132824636,FALSE,"Correct"
"S005",0.834460000041872,1,"Text","","Positive","High","Incongruent","Incongruent",-0.76069042795862,FALSE,"Correct"
"S005",0.81603709992487,1,"Text","","Positive","High","Incongruent","Incongruent",-0.837621037618527,FALSE,"Correct"
"S005",0.768261699937284,1,"Image","Gay","","","Incongruent","Incongruent",-1.03712223582558,FALSE,"Correct"
"S005",0.650173099944368,1,"Image","Gay","","","Incongruent","Incongruent",-1.53023829972671,FALSE,"Correct"
"S005",0.934759299969301,1,"Image","Straight","","","Incongruent","Incongruent",-0.341859177565105,FALSE,"Correct"
"S005",1.26839589991141,1,"Text","","Positive","Low","Incongruent","Incongruent",1.0513453057354,FALSE,"Correct"
"S005",0.785142500069924,1,"Image","Straight","","","Incongruent","Incongruent",-0.96663114932436,FALSE,"Correct"
